,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
134,29.4236667156,0.147666613261,0.203753319035,0.274204622163,0.8,0,0.01,5,0.9,"{'subsample': 0.9, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 5, 'gamma': 0}",130,0.184991130061,0.284290585688,0.217280996457,0.244375287559,0.208990139779,0.293947993242,0.476250930647,0.0114406494178,0.0136926054637,0.021457839008
135,37.4709999561,0.153000036875,0.213921358761,0.305719343917,0.8,0,0.01,6,0.7,"{'subsample': 0.7, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 6, 'gamma': 0}",116,0.194380539514,0.317638999937,0.228490716048,0.280055206073,0.218895225746,0.319463825741,1.31128747436,0.00571554848325,0.0143628078495,0.0181625709589
136,37.1023333073,0.153666655223,0.214002637721,0.309420351211,0.8,0,0.01,6,0.8,"{'subsample': 0.8, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 6, 'gamma': 0}",115,0.194899703758,0.322756539711,0.225947125113,0.281072143822,0.221163435422,0.324432370099,0.154493463287,0.000942796908314,0.0136490765664,0.0200568815871
137,36.0219999154,0.149666706721,0.216063747968,0.31407280512,0.8,0,0.01,6,0.9,"{'subsample': 0.9, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 6, 'gamma': 0}",111,0.197114655148,0.326630504987,0.231242053848,0.286942058707,0.219836867105,0.328645851665,0.167970143591,0.00188559380658,0.014185731584,0.0192019696256
138,42.7910000483,0.165000041326,0.217858253574,0.330741327114,0.8,0,0.01,7,0.7,"{'subsample': 0.7, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 7, 'gamma': 0}",108,0.200322490246,0.341806093335,0.232675467422,0.306259983434,0.220578961301,0.344157904571,0.154494912266,0.00725713619876,0.0133475464882,0.0173375295295
139,41.3913332621,0.159666617711,0.219319164803,0.338137404996,0.8,0,0.01,7,0.8,"{'subsample': 0.8, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 7, 'gamma': 0}",106,0.198986574763,0.351335485522,0.234072323066,0.312121320708,0.224901099053,0.350955408757,0.0912773959905,0.00169965908175,0.0148576758937,0.0183968039946
140,40.8403333028,0.158000071843,0.221859677598,0.344918052174,0.8,0,0.01,7,0.9,"{'subsample': 0.9, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 7, 'gamma': 0}",104,0.20493111307,0.357915382793,0.236648565854,0.319012080992,0.224001437387,0.357826692736,0.498707914929,0.00454602825949,0.0130369858508,0.0183183236795
141,57.1053333282,0.197333256404,0.217520536617,0.367242478906,0.8,0,0.01,9,0.7,"{'subsample': 0.7, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 9, 'gamma': 0}",109,0.198300296399,0.377321193948,0.233571036477,0.344264561729,0.220692642544,0.38014168104,0.179349448925,0.00249436366319,0.0145730088911,0.016288591001
142,56.4033332666,0.196666717529,0.217867072747,0.378486526044,0.8,0,0.01,9,0.8,"{'subsample': 0.8, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 9, 'gamma': 0}",107,0.19884650606,0.390666070509,0.233994966606,0.354069294046,0.220762086569,0.390724213576,0.356862599917,0.00449697538903,0.0144947196291,0.0172656066404
143,55.2483333747,0.196000019709,0.220943289856,0.388680301589,0.8,0,0.01,9,0.9,"{'subsample': 0.9, 'learning_rate': 0.01, 'colsample_bytree': 0.8, 'max_depth': 9, 'gamma': 0}",105,0.202882418658,0.400790019947,0.236876025733,0.364539539097,0.223073648052,0.400711345724,0.181198437048,0.00163297213868,0.013959485788,0.017070127078
